item_id,condition,sentence,target,surprisal
16,+Local+Coarg,Susan was glad that Rebecca humiliated herself.,herself,3.490234375
16,+Local+Picture,Susan was glad that Rebecca saw a picture of herself.,herself,4.7890625
16,-Local+Coarg,Susan was glad that Peter humiliated herself.,herself,6.80078125
16,-Local+Picture,Susan was glad that Peter saw a picture of herself.,herself,6.25
17,+Local+Coarg,Tom thinks that Robert defended himself.,himself,1.9853515625
17,+Local+Picture,Tom thinks that Robert liked a picture of himself.,himself,5.66796875
17,-Local+Coarg,Tom thinks that Emma defended himself.,himself,7.5703125
17,-Local+Picture,Tom thinks that Emma liked a picture of himself.,himself,7.38671875
18,+Local+Coarg,Anna was upset that Laura praised herself.,herself,7.7890625
18,+Local+Picture,Anna was upset that Laura found a picture of herself.,herself,4.828125
18,-Local+Coarg,Anna was upset that Michael praised herself.,herself,8.84375
18,-Local+Picture,Anna was upset that Michael found a picture of herself.,herself,6.86328125
19,+Local+Coarg,Peter believes that Daniel blamed himself.,himself,2.53515625
19,+Local+Picture,Peter believes that Daniel bought a picture of himself.,himself,6.52734375
19,-Local+Coarg,Peter believes that Susan blamed himself.,himself,7.90625
19,-Local+Picture,Peter believes that Susan bought a picture of himself.,himself,7.8828125
20,+Local+Coarg,Emily was glad that Hannah embarrassed herself.,herself,2.8828125
20,+Local+Picture,Emily was glad that Hannah looked at a picture of herself.,herself,4.7578125
20,-Local+Coarg,Emily was glad that Ben embarrassed herself.,herself,7.96484375
20,-Local+Picture,Emily was glad that Ben looked at a picture of herself.,herself,6.51953125
21,+Local+Coarg,John thought that James humiliated himself.,himself,3.263671875
21,+Local+Picture,John thought that James saw a picture of himself.,himself,5.015625
21,-Local+Coarg,John thought that Rebecca humiliated himself.,himself,8.0390625
21,-Local+Picture,John thought that Rebecca saw a picture of himself.,himself,7.4609375
22,+Local+Coarg,Rachel thinks that Mary admired herself.,herself,7.63671875
22,+Local+Picture,Rachel thinks that Mary liked a picture of herself.,herself,4.5859375
22,-Local+Coarg,Rachel thinks that David admired herself.,herself,8.3046875
22,-Local+Picture,Rachel thinks that David liked a picture of herself.,herself,5.1640625
23,+Local+Coarg,Michael believes that Tom criticized himself.,himself,7.2421875
23,+Local+Picture,Michael believes that Tom found a picture of himself.,himself,4.32421875
23,-Local+Coarg,Michael believes that Anna criticized himself.,himself,10.390625
23,-Local+Picture,Michael believes that Anna found a picture of himself.,himself,6.94140625
24,+Local+Coarg,Laura was glad that Emma photographed herself.,herself,8.34375
24,+Local+Picture,Laura was glad that Emma bought a picture of herself.,herself,5.73046875
24,-Local+Coarg,Laura was glad that Robert photographed herself.,herself,11.078125
24,-Local+Picture,Laura was glad that Robert bought a picture of herself.,herself,7.890625
25,+Local+Coarg,David thinks that Ben praised himself.,himself,4.98828125
25,+Local+Picture,David thinks that Ben looked at a picture of himself.,himself,3.935546875
25,-Local+Coarg,David thinks that Hannah praised himself.,himself,7.7421875
25,-Local+Picture,David thinks that Hannah looked at a picture of himself.,himself,7.59765625
26,+Local+Coarg,Rebecca was upset that Susan defended herself.,herself,4.32421875
26,+Local+Picture,Rebecca was upset that Susan saw a picture of herself.,herself,6.24609375
26,-Local+Coarg,Rebecca was upset that Peter defended herself.,herself,7.3203125
26,-Local+Picture,Rebecca was upset that Peter saw a picture of herself.,herself,7.03125
27,+Local+Coarg,James believes that Michael embarrassed himself.,himself,2.138671875
27,+Local+Picture,James believes that Michael liked a picture of himself.,himself,5.29296875
27,-Local+Coarg,James believes that Emily embarrassed himself.,himself,7.8125
27,-Local+Picture,James believes that Emily liked a picture of himself.,himself,6.6171875
28,+Local+Coarg,Emma was glad that Rachel blamed herself.,herself,1.763671875
28,+Local+Picture,Emma was glad that Rachel found a picture of herself.,herself,4.859375
28,-Local+Coarg,Emma was glad that Tom blamed herself.,herself,6.2734375
28,-Local+Picture,Emma was glad that Tom found a picture of herself.,herself,5.99609375
29,+Local+Coarg,Robert thought that Daniel admired himself.,himself,8.984375
29,+Local+Picture,Robert thought that Daniel bought a picture of himself.,himself,5.76953125
29,-Local+Coarg,Robert thought that Mary admired himself.,himself,10.28125
29,-Local+Picture,Robert thought that Mary bought a picture of himself.,himself,8.25
30,+Local+Coarg,Mary thinks that Anna humiliated herself.,herself,4.24609375
30,+Local+Picture,Mary thinks that Anna looked at a picture of herself.,herself,4.19140625
30,-Local+Coarg,Mary thinks that John humiliated herself.,herself,7.2421875
30,-Local+Picture,Mary thinks that John looked at a picture of herself.,herself,7.12890625
31,+Local+Coarg,Daniel believes that Peter photographed himself.,himself,4.91796875
31,+Local+Picture,Daniel believes that Peter saw a picture of himself.,himself,4.765625
31,-Local+Coarg,Daniel believes that Laura photographed himself.,himself,8.59375
31,-Local+Picture,Daniel believes that Laura saw a picture of himself.,himself,7.26953125
32,+Local+Coarg,Hannah was glad that Rebecca criticized herself.,herself,7.89453125
32,+Local+Picture,Hannah was glad that Rebecca liked a picture of herself.,herself,4.8203125
32,-Local+Coarg,Hannah was glad that James criticized herself.,herself,9.96875
32,-Local+Picture,Hannah was glad that James liked a picture of herself.,herself,5.421875
