item_id,condition,sentence,target,surprisal
18,-Head-Distractor,The neighbor of the student embarrassed themselves.,themselves,12.859375
19,+Head+Distractor,The sisters of the actors praised themselves.,themselves,9.140625
19,+Head-Distractor,The sisters of the actor praised themselves.,themselves,9.828125
19,-Head+Distractor,The sister of the actors praised themselves.,themselves,11.6796875
19,-Head-Distractor,The sister of the actor praised themselves.,themselves,14.671875
20,+Head+Distractor,The colleagues of the managers congratulated themselves.,themselves,9.5625
20,+Head-Distractor,The colleagues of the manager congratulated themselves.,themselves,9.7734375
20,-Head+Distractor,The colleague of the managers congratulated themselves.,themselves,9.8203125
20,-Head-Distractor,The colleague of the manager congratulated themselves.,themselves,13.4765625
21,+Head+Distractor,The assistants of the researchers questioned themselves.,themselves,9.9140625
21,+Head-Distractor,The assistants of the researcher questioned themselves.,themselves,10.3046875
21,-Head+Distractor,The assistant of the researchers questioned themselves.,themselves,12.1015625
21,-Head-Distractor,The assistant of the researcher questioned themselves.,themselves,15.65625
22,+Head+Distractor,The cousins of the teachers protected themselves.,themselves,6.93359375
22,+Head-Distractor,The cousins of the teacher protected themselves.,themselves,7.484375
22,-Head+Distractor,The cousin of the teachers protected themselves.,themselves,8.1953125
22,-Head-Distractor,The cousin of the teacher protected themselves.,themselves,12.9296875
23,+Head+Distractor,The fans of the actors protected themselves.,themselves,6.15234375
23,+Head-Distractor,The fans of the actor protected themselves.,themselves,6.96484375
23,-Head+Distractor,The fan of the actors protected themselves.,themselves,7.76953125
23,-Head-Distractor,The fan of the actor protected themselves.,themselves,10.609375
24,+Head+Distractor,The relatives of the doctors humiliated themselves.,themselves,12.4765625
24,+Head-Distractor,The relatives of the doctor humiliated themselves.,themselves,15.5859375
24,-Head+Distractor,The relative of the doctors humiliated themselves.,themselves,9.2734375
24,-Head-Distractor,The relative of the doctor humiliated themselves.,themselves,14.515625
25,+Head+Distractor,The fathers of the students challenged themselves.,themselves,8.015625
25,+Head-Distractor,The fathers of the student challenged themselves.,themselves,10.4375
25,-Head+Distractor,The father of the students challenged themselves.,themselves,12.671875
25,-Head-Distractor,The father of the student challenged themselves.,themselves,15.484375
26,+Head+Distractor,The brothers of the musicians defended themselves.,themselves,2.482421875
26,+Head-Distractor,The brothers of the musician defended themselves.,themselves,2.888671875
26,-Head+Distractor,The brother of the musicians defended themselves.,themselves,7.1328125
26,-Head-Distractor,The brother of the musician defended themselves.,themselves,10.09375
27,+Head+Distractor,The partners of the lawyers reassured themselves.,themselves,7.45703125
27,+Head-Distractor,The partners of the lawyer reassured themselves.,themselves,8.0625
27,-Head+Distractor,The partner of the lawyers reassured themselves.,themselves,9.8828125
27,-Head-Distractor,The partner of the lawyer reassured themselves.,themselves,12.4453125
28,+Head+Distractor,The advisors of the professors blamed themselves.,themselves,10.1875
28,+Head-Distractor,The advisors of the professor blamed themselves.,themselves,9.96875
28,-Head+Distractor,The advisor of the professors blamed themselves.,themselves,11.3125
28,-Head-Distractor,The advisor of the professor blamed themselves.,themselves,13.4609375
29,+Head+Distractor,The mothers of the dancers embarrassed themselves.,themselves,4.390625
29,+Head-Distractor,The mothers of the dancer embarrassed themselves.,themselves,6.80859375
29,-Head+Distractor,The mother of the dancers embarrassed themselves.,themselves,8.71875
29,-Head-Distractor,The mother of the dancer embarrassed themselves.,themselves,13.46875
30,+Head+Distractor,The teachers of the singers defended themselves.,themselves,4.21875
30,+Head-Distractor,The teachers of the singer defended themselves.,themselves,2.900390625
30,-Head+Distractor,The teacher of the singers defended themselves.,themselves,8.078125
30,-Head-Distractor,The teacher of the singer defended themselves.,themselves,8.28125
31,+Head+Distractor,The friends of the designers protected themselves.,themselves,6.07421875
31,+Head-Distractor,The friends of the designer protected themselves.,themselves,6.17578125
31,-Head+Distractor,The friend of the designers protected themselves.,themselves,8.6015625
31,-Head-Distractor,The friend of the designer protected themselves.,themselves,10.515625
32,+Head+Distractor,The neighbors of the musicians criticized themselves.,themselves,12.6484375
32,+Head-Distractor,The neighbors of the musician criticized themselves.,themselves,13.2421875
32,-Head+Distractor,The neighbor of the musicians criticized themselves.,themselves,13.21875
32,-Head-Distractor,The neighbor of the musician criticized themselves.,themselves,15.5546875
