item_id,condition,sentence,target,surprisal
23,+Local+Matrix,Laura said that Emma admired herself.,herself,8.125
23,+Local-Matrix,David said that Emma admired herself.,herself,8.0546875
23,-Local+Matrix,Laura said that Bill admired herself.,herself,9.859375
23,-Local-Matrix,David said that Bill admired herself.,herself,12.1015625
24,+Local+Matrix,Peter thinks that Ben photographed himself.,himself,5.90625
24,+Local-Matrix,Rachel thinks that Ben photographed himself.,himself,6.03125
24,-Local+Matrix,Peter thinks that Anna photographed himself.,himself,8.78125
24,-Local-Matrix,Rachel thinks that Anna photographed himself.,himself,11.3046875
25,+Local+Matrix,Mary heard that Emma photographed herself.,herself,7.05078125
25,+Local-Matrix,Michael heard that Emma photographed herself.,herself,5.59375
25,-Local+Matrix,Mary heard that Daniel photographed herself.,herself,10.375
25,-Local-Matrix,Michael heard that Daniel photographed herself.,herself,11.6015625
26,+Local+Matrix,Rebecca thinks that Anna humiliated herself.,herself,4.24609375
26,+Local-Matrix,Robert thinks that Anna humiliated herself.,herself,3.9921875
26,-Local+Matrix,Rebecca thinks that Ben humiliated herself.,herself,7.484375
26,-Local-Matrix,Robert thinks that Ben humiliated herself.,herself,9.3125
27,+Local+Matrix,John heard that James embarrassed himself.,himself,2.658203125
27,+Local-Matrix,Hannah heard that James embarrassed himself.,himself,4.125
27,-Local+Matrix,John heard that Laura embarrassed himself.,himself,6.66015625
27,-Local-Matrix,Hannah heard that Laura embarrassed himself.,himself,8.21875
28,+Local+Matrix,James heard that Robert blamed himself.,himself,5.1328125
28,+Local-Matrix,Rachel heard that Robert blamed himself.,himself,4.109375
28,-Local+Matrix,James heard that Sarah blamed himself.,himself,8.4453125
28,-Local-Matrix,Rachel heard that Sarah blamed himself.,himself,11.5078125
29,+Local+Matrix,Daniel said that John defended himself.,himself,3.76953125
29,+Local-Matrix,Emily said that John defended himself.,himself,2.49609375
29,-Local+Matrix,Daniel said that Mary defended himself.,himself,9.140625
29,-Local-Matrix,Emily said that Mary defended himself.,himself,9.5078125
30,+Local+Matrix,Emma said that Mary embarrassed herself.,herself,3.142578125
30,+Local-Matrix,Ben said that Mary embarrassed herself.,herself,2.130859375
30,-Local+Matrix,Emma said that John embarrassed herself.,herself,8.9453125
30,-Local-Matrix,Ben said that John embarrassed herself.,herself,8.8828125
31,+Local+Matrix,Emily heard that Anna humiliated herself.,herself,5.1796875
31,+Local-Matrix,David heard that Anna humiliated herself.,herself,3.728515625
31,-Local+Matrix,Emily heard that Ben humiliated herself.,herself,9.1328125
31,-Local-Matrix,David heard that Ben humiliated herself.,herself,11.578125
32,+Local+Matrix,Bill heard that Tom defended himself.,himself,2.841796875
32,+Local-Matrix,Mary heard that Tom defended himself.,himself,3.03515625
32,-Local+Matrix,Bill heard that Susan defended himself.,himself,8.3203125
32,-Local-Matrix,Mary heard that Susan defended himself.,himself,10.484375
