item_id,condition,sentence,target,surprisal
16,-Head-Distractor,The teacher of the researcher questioned themselves.,themselves,11.75
17,+Head+Distractor,The friends of the doctors congratulated themselves.,themselves,3.78125
17,+Head-Distractor,The friends of the doctor congratulated themselves.,themselves,8.3125
17,-Head+Distractor,The friend of the doctors congratulated themselves.,themselves,6.5
17,-Head-Distractor,The friend of the doctor congratulated themselves.,themselves,14.4375
18,+Head+Distractor,The neighbors of the students embarrassed themselves.,themselves,4.78125
18,+Head-Distractor,The neighbors of the student embarrassed themselves.,themselves,5.0625
18,-Head+Distractor,The neighbor of the students embarrassed themselves.,themselves,8.5625
18,-Head-Distractor,The neighbor of the student embarrassed themselves.,themselves,8.1875
19,+Head+Distractor,The sisters of the actors praised themselves.,themselves,10.6875
19,+Head-Distractor,The sisters of the actor praised themselves.,themselves,12.625
19,-Head+Distractor,The sister of the actors praised themselves.,themselves,11.875
19,-Head-Distractor,The sister of the actor praised themselves.,themselves,16.0
20,+Head+Distractor,The colleagues of the managers congratulated themselves.,themselves,6.5
20,+Head-Distractor,The colleagues of the manager congratulated themselves.,themselves,10.4375
20,-Head+Distractor,The colleague of the managers congratulated themselves.,themselves,6.3125
20,-Head-Distractor,The colleague of the manager congratulated themselves.,themselves,11.75
21,+Head+Distractor,The assistants of the researchers questioned themselves.,themselves,11.25
21,+Head-Distractor,The assistants of the researcher questioned themselves.,themselves,14.1875
21,-Head+Distractor,The assistant of the researchers questioned themselves.,themselves,12.25
21,-Head-Distractor,The assistant of the researcher questioned themselves.,themselves,14.4375
22,+Head+Distractor,The cousins of the teachers protected themselves.,themselves,5.46875
22,+Head-Distractor,The cousins of the teacher protected themselves.,themselves,5.28125
22,-Head+Distractor,The cousin of the teachers protected themselves.,themselves,8.5
22,-Head-Distractor,The cousin of the teacher protected themselves.,themselves,10.9375
23,+Head+Distractor,The fans of the actors protected themselves.,themselves,9.625
23,+Head-Distractor,The fans of the actor protected themselves.,themselves,9.125
23,-Head+Distractor,The fan of the actors protected themselves.,themselves,5.3125
23,-Head-Distractor,The fan of the actor protected themselves.,themselves,9.9375
24,+Head+Distractor,The relatives of the doctors humiliated themselves.,themselves,8.9375
24,+Head-Distractor,The relatives of the doctor humiliated themselves.,themselves,9.9375
24,-Head+Distractor,The relative of the doctors humiliated themselves.,themselves,9.625
24,-Head-Distractor,The relative of the doctor humiliated themselves.,themselves,11.875
25,+Head+Distractor,The fathers of the students challenged themselves.,themselves,5.0625
25,+Head-Distractor,The fathers of the student challenged themselves.,themselves,6.4375
25,-Head+Distractor,The father of the students challenged themselves.,themselves,17.0
25,-Head-Distractor,The father of the student challenged themselves.,themselves,16.0
26,+Head+Distractor,The brothers of the musicians defended themselves.,themselves,4.59375
26,+Head-Distractor,The brothers of the musician defended themselves.,themselves,4.1875
26,-Head+Distractor,The brother of the musicians defended themselves.,themselves,8.625
26,-Head-Distractor,The brother of the musician defended themselves.,themselves,9.375
27,+Head+Distractor,The partners of the lawyers reassured themselves.,themselves,5.40625
27,+Head-Distractor,The partners of the lawyer reassured themselves.,themselves,5.125
27,-Head+Distractor,The partner of the lawyers reassured themselves.,themselves,9.3125
27,-Head-Distractor,The partner of the lawyer reassured themselves.,themselves,13.0
28,+Head+Distractor,The advisors of the professors blamed themselves.,themselves,4.46875
28,+Head-Distractor,The advisors of the professor blamed themselves.,themselves,5.28125
28,-Head+Distractor,The advisor of the professors blamed themselves.,themselves,8.25
28,-Head-Distractor,The advisor of the professor blamed themselves.,themselves,9.75
29,+Head+Distractor,The mothers of the dancers embarrassed themselves.,themselves,4.375
29,+Head-Distractor,The mothers of the dancer embarrassed themselves.,themselves,5.8125
29,-Head+Distractor,The mother of the dancers embarrassed themselves.,themselves,9.8125
29,-Head-Distractor,The mother of the dancer embarrassed themselves.,themselves,11.8125
30,+Head+Distractor,The teachers of the singers defended themselves.,themselves,4.5625
30,+Head-Distractor,The teachers of the singer defended themselves.,themselves,6.3125
30,-Head+Distractor,The teacher of the singers defended themselves.,themselves,7.65625
30,-Head-Distractor,The teacher of the singer defended themselves.,themselves,11.75
31,+Head+Distractor,The friends of the designers protected themselves.,themselves,8.0625
31,+Head-Distractor,The friends of the designer protected themselves.,themselves,7.625
31,-Head+Distractor,The friend of the designers protected themselves.,themselves,9.75
31,-Head-Distractor,The friend of the designer protected themselves.,themselves,12.0625
32,+Head+Distractor,The neighbors of the musicians criticized themselves.,themselves,13.375
32,+Head-Distractor,The neighbors of the musician criticized themselves.,themselves,12.5625
32,-Head+Distractor,The neighbor of the musicians criticized themselves.,themselves,13.0625
32,-Head-Distractor,The neighbor of the musician criticized themselves.,themselves,14.6875
