item_id,condition,sentence,target,surprisal
28,+Local-Matrix,Rachel heard that Robert blamed himself.,himself,6.340710163116455
28,-Local+Matrix,James heard that Sarah blamed himself.,himself,7.820522785186768
28,-Local-Matrix,Rachel heard that Sarah blamed himself.,himself,9.694926261901855
29,+Local+Matrix,Daniel said that John defended himself.,himself,3.416879653930664
29,+Local-Matrix,Emily said that John defended himself.,himself,4.025463104248047
29,-Local+Matrix,Daniel said that Mary defended himself.,himself,6.065424919128418
29,-Local-Matrix,Emily said that Mary defended himself.,himself,8.176397323608398
30,+Local+Matrix,Emma said that Mary embarrassed herself.,herself,5.182219505310059
30,+Local-Matrix,Ben said that Mary embarrassed herself.,herself,5.8118743896484375
30,-Local+Matrix,Emma said that John embarrassed herself.,herself,6.8698248863220215
30,-Local-Matrix,Ben said that John embarrassed herself.,herself,8.869763374328613
31,+Local+Matrix,Emily heard that Anna humiliated herself.,herself,3.487717390060425
31,+Local-Matrix,David heard that Anna humiliated herself.,herself,4.533998966217041
31,-Local+Matrix,Emily heard that Ben humiliated herself.,herself,5.888720512390137
31,-Local-Matrix,David heard that Ben humiliated herself.,herself,8.979545593261719
32,+Local+Matrix,Bill heard that Tom defended himself.,himself,1.8221162557601929
32,+Local-Matrix,Mary heard that Tom defended himself.,himself,2.982180595397949
32,-Local+Matrix,Bill heard that Susan defended himself.,himself,4.758304595947266
32,-Local-Matrix,Mary heard that Susan defended himself.,himself,7.2557854652404785
