item_id,condition,sentence,target,surprisal
26,-Head+Distractor,The brother of the musicians defended themselves.,themselves,5.673691272735596
26,-Head-Distractor,The brother of the musician defended themselves.,themselves,7.593100070953369
27,+Head+Distractor,The partners of the lawyers reassured themselves.,themselves,6.223013401031494
27,+Head-Distractor,The partners of the lawyer reassured themselves.,themselves,6.584523677825928
27,-Head+Distractor,The partner of the lawyers reassured themselves.,themselves,9.74672794342041
27,-Head-Distractor,The partner of the lawyer reassured themselves.,themselves,10.430710792541504
28,+Head+Distractor,The advisors of the professors blamed themselves.,themselves,6.964170455932617
28,+Head-Distractor,The advisors of the professor blamed themselves.,themselves,7.4518938064575195
28,-Head+Distractor,The advisor of the professors blamed themselves.,themselves,9.831168174743652
28,-Head-Distractor,The advisor of the professor blamed themselves.,themselves,11.426634788513184
29,+Head+Distractor,The mothers of the dancers embarrassed themselves.,themselves,6.1461687088012695
29,+Head-Distractor,The mothers of the dancer embarrassed themselves.,themselves,6.676417350769043
29,-Head+Distractor,The mother of the dancers embarrassed themselves.,themselves,9.63365364074707
29,-Head-Distractor,The mother of the dancer embarrassed themselves.,themselves,11.492508888244629
30,+Head+Distractor,The teachers of the singers defended themselves.,themselves,3.1470980644226074
30,+Head-Distractor,The teachers of the singer defended themselves.,themselves,3.8042657375335693
30,-Head+Distractor,The teacher of the singers defended themselves.,themselves,5.847548961639404
30,-Head-Distractor,The teacher of the singer defended themselves.,themselves,7.5592193603515625
31,+Head+Distractor,The friends of the designers protected themselves.,themselves,5.765169143676758
31,+Head-Distractor,The friends of the designer protected themselves.,themselves,6.1463541984558105
31,-Head+Distractor,The friend of the designers protected themselves.,themselves,9.30349063873291
31,-Head-Distractor,The friend of the designer protected themselves.,themselves,10.695662498474121
32,+Head+Distractor,The neighbors of the musicians criticized themselves.,themselves,8.305085182189941
32,+Head-Distractor,The neighbors of the musician criticized themselves.,themselves,8.820352554321289
32,-Head+Distractor,The neighbor of the musicians criticized themselves.,themselves,10.407424926757812
32,-Head-Distractor,The neighbor of the musician criticized themselves.,themselves,11.457367897033691
