item_id,condition,sentence,target,surprisal
11,+Local+Matrix,Rebecca thinks that Sarah criticized herself.,herself,9.8125
11,+Local-Matrix,John thinks that Sarah criticized herself.,herself,10.75
11,-Local+Matrix,Rebecca thinks that Peter criticized herself.,herself,10.6875
11,-Local-Matrix,John thinks that Peter criticized herself.,herself,13.1875
12,+Local+Matrix,Laura believes that Hannah blamed herself.,herself,5.40625
12,+Local-Matrix,Michael believes that Hannah blamed herself.,herself,5.875
12,-Local+Matrix,Laura believes that David blamed herself.,herself,8.5625
12,-Local-Matrix,Michael believes that David blamed herself.,herself,12.4375
13,+Local+Matrix,Sarah said that Susan blamed herself.,herself,4.25
13,+Local-Matrix,Tom said that Susan blamed herself.,herself,4.96875
13,-Local+Matrix,Sarah said that Robert blamed herself.,herself,8.5625
13,-Local-Matrix,Tom said that Robert blamed herself.,herself,11.0625
14,+Local+Matrix,Bill heard that John admired himself.,himself,9.1875
14,+Local-Matrix,Emma heard that John admired himself.,himself,9.1875
14,-Local+Matrix,Bill heard that Rachel admired himself.,himself,9.8125
14,-Local-Matrix,Emma heard that Rachel admired himself.,himself,15.5
15,+Local+Matrix,Bill thinks that Daniel photographed himself.,himself,7.125
15,+Local-Matrix,Mary thinks that Daniel photographed himself.,himself,8.875
15,-Local+Matrix,Bill thinks that Emily photographed himself.,himself,8.9375
15,-Local-Matrix,Mary thinks that Emily photographed himself.,himself,14.9375
16,+Local+Matrix,John believes that Michael admired himself.,himself,7.75
16,+Local-Matrix,Anna believes that Michael admired himself.,himself,10.9375
16,-Local+Matrix,John believes that Mary admired himself.,himself,8.8125
16,-Local-Matrix,Anna believes that Mary admired himself.,himself,12.0625
17,+Local+Matrix,Rebecca said that Emma embarrassed herself.,herself,4.25
17,+Local-Matrix,Daniel said that Emma embarrassed herself.,herself,2.96875
17,-Local+Matrix,Rebecca said that David embarrassed herself.,herself,8.625
17,-Local-Matrix,Daniel said that David embarrassed herself.,herself,7.53125
18,+Local+Matrix,Ben believes that Daniel criticized himself.,himself,9.875
18,+Local-Matrix,Emma believes that Daniel criticized himself.,himself,12.0625
18,-Local+Matrix,Ben believes that Hannah criticized himself.,himself,11.875
18,-Local-Matrix,Emma believes that Hannah criticized himself.,himself,16.625
19,+Local+Matrix,Susan believes that Laura praised herself.,herself,9.375
19,+Local-Matrix,Robert believes that Laura praised herself.,herself,10.3125
19,-Local+Matrix,Susan believes that James praised herself.,herself,10.8125
19,-Local-Matrix,Robert believes that James praised herself.,herself,12.375
20,+Local+Matrix,Tom believes that James humiliated himself.,himself,6.3125
20,+Local-Matrix,Sarah believes that James humiliated himself.,himself,6.6875
20,-Local+Matrix,Tom believes that Hannah humiliated himself.,himself,8.8125
20,-Local-Matrix,Sarah believes that Hannah humiliated himself.,himself,15.125
21,+Local+Matrix,Peter said that David photographed himself.,himself,7.96875
21,+Local-Matrix,Anna said that David photographed himself.,himself,9.0
21,-Local+Matrix,Peter said that Emma photographed himself.,himself,8.875
21,-Local-Matrix,Anna said that Emma photographed himself.,himself,14.0625
22,+Local+Matrix,Tom thinks that Peter praised himself.,himself,5.9375
22,+Local-Matrix,Sarah thinks that Peter praised himself.,himself,9.4375
22,-Local+Matrix,Tom thinks that Rebecca praised himself.,himself,8.0625
22,-Local-Matrix,Sarah thinks that Rebecca praised himself.,himself,13.375
23,+Local+Matrix,Laura said that Emma admired herself.,herself,8.75
23,+Local-Matrix,David said that Emma admired herself.,herself,8.3125
23,-Local+Matrix,Laura said that Bill admired herself.,herself,11.75
23,-Local-Matrix,David said that Bill admired herself.,herself,14.0625
24,+Local+Matrix,Peter thinks that Ben photographed himself.,himself,7.9375
24,+Local-Matrix,Rachel thinks that Ben photographed himself.,himself,9.125
24,-Local+Matrix,Peter thinks that Anna photographed himself.,himself,7.4375
24,-Local-Matrix,Rachel thinks that Anna photographed himself.,himself,16.375
25,+Local+Matrix,Mary heard that Emma photographed herself.,herself,8.3125
25,+Local-Matrix,Michael heard that Emma photographed herself.,herself,8.125
25,-Local+Matrix,Mary heard that Daniel photographed herself.,herself,12.8125
25,-Local-Matrix,Michael heard that Daniel photographed herself.,herself,16.125
26,+Local+Matrix,Rebecca thinks that Anna humiliated herself.,herself,6.3125
26,+Local-Matrix,Robert thinks that Anna humiliated herself.,herself,6.21875
26,-Local+Matrix,Rebecca thinks that Ben humiliated herself.,herself,7.65625
26,-Local-Matrix,Robert thinks that Ben humiliated herself.,herself,8.9375
27,+Local+Matrix,John heard that James embarrassed himself.,himself,5.6875
27,+Local-Matrix,Hannah heard that James embarrassed himself.,himself,3.875
27,-Local+Matrix,John heard that Laura embarrassed himself.,himself,8.8125
27,-Local-Matrix,Hannah heard that Laura embarrassed himself.,himself,12.625
28,+Local+Matrix,James heard that Robert blamed himself.,himself,2.53125
28,+Local-Matrix,Rachel heard that Robert blamed himself.,himself,2.703125
28,-Local+Matrix,James heard that Sarah blamed himself.,himself,4.78125
28,-Local-Matrix,Rachel heard that Sarah blamed himself.,himself,10.0
29,+Local+Matrix,Daniel said that John defended himself.,himself,1.984375
29,+Local-Matrix,Emily said that John defended himself.,himself,2.078125
29,-Local+Matrix,Daniel said that Mary defended himself.,himself,5.78125
29,-Local-Matrix,Emily said that Mary defended himself.,himself,8.125
30,+Local+Matrix,Emma said that Mary embarrassed herself.,herself,4.3125
30,+Local-Matrix,Ben said that Mary embarrassed herself.,herself,4.15625
30,-Local+Matrix,Emma said that John embarrassed herself.,herself,9.6875
30,-Local-Matrix,Ben said that John embarrassed herself.,herself,8.1875
31,+Local+Matrix,Emily heard that Anna humiliated herself.,herself,4.15625
31,+Local-Matrix,David heard that Anna humiliated herself.,herself,6.5
31,-Local+Matrix,Emily heard that Ben humiliated herself.,herself,7.03125
31,-Local-Matrix,David heard that Ben humiliated herself.,herself,11.0625
32,+Local+Matrix,Bill heard that Tom defended himself.,himself,2.96875
32,+Local-Matrix,Mary heard that Tom defended himself.,himself,3.0625
32,-Local+Matrix,Bill heard that Susan defended himself.,himself,6.1875
32,-Local-Matrix,Mary heard that Susan defended himself.,himself,10.5625
